compliance,acceleration,deceleration,result,cluster3,cluster_cd,cluster_ca,cluster_ad
4,1,5,88,5,2,2,4
5,2,4,88,1,2,5,4
5,2,4,89,1,2,5,4
5,1,5,90,1,2,4,4
5,3,5,90,1,2,4,4
5,3,5,92,1,2,4,4
1,1,1,19,2,5,3,5
1,1,3,23,2,5,3,5
5,5,1,24,3,2,5,4
4,4,1,24,5,4,2,1
1,4,1,24,2,5,3,5
1,2,1,25,2,5,3,5
1,4,1,25,2,5,3,5
1,5,1,25,4,5,1,5
5,1,1,26,2,5,3,5
3,1,1,26,2,5,3,5
3,4,1,26,2,5,2,5
1,1,1,26,2,5,3,5
4,4,1,27,5,4,2,1
2,1,1,27,2,5,3,5
1,2,2,28,2,5,3,5
2,2,1,28,2,5,3,5
2,4,1,29,2,5,3,5
1,3,1,29,2,5,3,5
2,1,2,30,2,5,3,5
1,2,4,31,4,3,1,3
1,3,3,31,4,3,1,3
2,1,2,31,2,5,3,5
1,4,2,31,2,5,1,5
4,5,1,31,5,1,2,2
3,5,1,31,5,5,2,5
1,2,4,32,4,3,1,3
5,1,1,32,2,5,3,5
3,5,1,32,5,5,2,5
1,4,2,33,2,5,1,5
5,1,1,33,2,5,3,5
1,5,4,34,4,3,1,3
2,1,2,35,2,5,3,5
2,3,3,37,4,3,1,3
5,1,2,37,5,2,2,5
2,1,2,37,2,5,3,5
1,5,2,37,4,3,1,3
5,1,2,38,5,5,2,4
5,2,2,38,5,2,2,4
2,4,2,38,4,5,1,5
4,2,1,38,2,5,3,5
1,4,4,39,4,3,1,3
2,5,3,39,4,3,1,3
3,1,2,39,2,5,3,5
5,1,2,40,2,5,3,4
2,2,2,40,2,5,3,5
4,2,1,42,2,5,3,5
2,5,3,43,4,3,1,3
2,3,4,44,4,3,1,3
2,5,4,44,4,3,1,3
2,3,3,44,4,3,1,3
2,3,5,45,4,3,1,3
2,4,2,45,4,5,1,5
1,4,5,46,4,3,1,3
1,3,4,46,4,3,1,3
2,5,2,46,4,3,1,3
2,1,3,48,2,5,3,5
2,5,4,49,4,3,1,3
3,1,3,49,2,5,3,5
2,4,4,50,4,3,1,3
2,4,4,51,4,3,1,3
5,1,3,51,5,2,2,4
5,4,2,51,5,2,5,4
2,2,5,53,4,3,1,3
2,4,4,53,4,3,1,3
5,4,2,53,5,2,5,4
3,2,2,53,2,5,3,5
3,3,5,54,1,2,4,4
5,4,3,55,1,2,5,4
5,4,2,55,3,2,5,4
3,1,3,56,2,5,3,5
3,2,1,56,2,5,3,5
3,3,4,57,5,4,2,1
5,1,3,57,5,2,2,4
3,1,3,57,2,5,3,5
3,3,5,58,1,2,5,4
3,2,4,58,4,2,2,4
5,4,3,59,1,2,5,4
2,1,4,60,2,5,3,5
4,3,1,61,5,4,2,1
3,2,4,62,5,2,2,4
3,3,4,62,5,4,2,1
5,5,2,63,3,2,5,4
5,4,3,64,1,2,5,4
3,5,3,64,3,4,5,1
5,2,3,65,5,2,2,4
3,2,3,65,5,1,2,2
3,4,2,65,5,4,2,1
4,3,1,65,5,4,2,1
5,1,4,66,5,2,2,4
3,4,4,67,3,2,5,4
3,4,4,68,3,2,5,4
3,5,4,68,3,2,5,4
3,4,5,70,1,2,4,4
5,5,3,71,1,2,5,4
3,4,2,71,5,4,2,1
5,5,3,73,1,2,5,4
4,4,5,74,1,2,4,4
5,1,4,74,5,2,2,4
4,3,3,74,5,2,5,4
4,5,2,74,5,4,5,4
4,5,5,76,1,2,4,4
5,5,4,76,1,2,4,4
4,4,3,76,3,2,5,4
4,5,2,76,5,2,5,1
4,4,4,77,3,2,5,4
5,5,3,77,1,2,5,4
4,5,3,78,3,2,5,1
4,3,5,79,1,2,4,4
4,5,5,79,1,2,4,4
5,3,4,79,1,2,4,4
5,5,4,80,1,2,4,4
4,3,4,80,3,2,5,4
5,4,4,81,1,2,5,4
3,1,5,82,5,2,2,4
4,5,5,83,1,2,4,4
5,3,4,83,1,2,4,4
5,4,4,84,1,2,5,4
5,3,5,85,1,2,4,4
5,3,4,86,1,2,4,4
5,3,1,87,5,2,5,4
5,3,1,88,5,2,5,4
5,1,5,89,1,2,4,4
5,3,1,90,5,2,2,4
1,1,2,18,2,5,3,5
3,1,1,19,2,5,3,5
3,1,1,20,2,5,3,5
2,5,1,20,2,5,3,5
4,4,1,23,5,4,2,1
3,5,1,23,5,5,2,5
1,4,1,23,2,5,3,5
1,1,3,25,2,5,3,5
5,5,1,25,3,2,5,4
2,4,1,25,2,5,3,5
1,2,1,26,2,5,3,5
1,4,1,26,2,5,3,5
1,2,2,27,2,5,3,5
4,5,1,27,5,1,2,2
3,1,1,27,2,5,3,5
3,5,1,27,5,5,2,5
1,1,3,28,2,5,3,5
5,1,1,28,2,5,3,5
4,5,1,28,5,1,2,2
3,4,1,28,2,5,3,5
2,3,1,28,2,5,3,5
1,3,1,28,2,5,3,5
1,5,3,29,4,3,1,3
1,3,2,29,2,5,3,5
3,5,1,29,5,5,2,5
5,2,1,30,5,2,2,4
4,5,1,30,5,1,2,2
1,1,4,31,2,5,3,5
1,4,3,31,4,3,1,3
2,2,2,31,2,5,3,5
2,3,1,31,2,5,3,5
1,5,2,32,4,3,1,3
1,3,3,35,4,3,1,3
1,1,4,36,2,5,3,5
1,4,4,36,4,3,1,3
2,2,3,36,2,5,3,5
1,4,3,36,4,3,1,3
5,1,2,36,5,5,2,5
5,4,1,36,5,4,2,1
4,1,2,37,2,5,3,5
1,5,5,38,4,2,1,3
1,3,3,38,4,3,1,3
1,5,5,39,4,3,1,3
1,1,4,39,2,5,3,5
5,1,2,39,2,5,2,4
5,4,1,39,5,4,2,1
2,5,2,40,4,3,1,3
1,2,5,41,4,3,1,3
2,5,4,41,4,3,1,3
1,4,5,42,4,3,1,3
2,1,3,42,2,5,3,5
2,2,3,42,2,5,3,5
1,3,5,43,4,3,1,3
2,3,5,44,4,3,1,3
2,2,4,44,4,3,1,3
2,4,4,44,4,3,1,3
1,5,5,45,4,3,1,3
2,4,3,46,4,3,1,3
2,3,5,47,4,3,1,3
5,4,2,47,5,2,5,4
2,3,4,48,4,3,1,3
2,4,4,48,4,3,1,3
2,5,2,48,4,3,1,3
2,5,5,50,3,2,5,4
2,3,4,52,4,3,1,3
5,4,2,52,3,2,5,4
3,3,5,53,1,2,4,4
3,2,1,54,2,5,3,5
2,1,4,55,2,5,3,5
3,2,1,55,2,5,3,5
2,5,5,56,3,2,5,4
4,3,2,56,5,2,2,4
3,5,2,56,5,4,5,1
3,2,4,57,4,2,2,4
5,3,2,57,5,2,5,4
3,3,4,58,5,4,2,1
4,1,3,58,5,2,2,4
3,1,3,58,2,5,3,5
3,2,2,59,2,5,3,5
2,4,5,60,4,2,1,4
5,5,2,60,3,2,5,4
5,4,3,61,1,2,5,4
3,5,2,62,3,4,5,1
3,3,3,63,5,1,2,2
4,2,2,63,5,2,2,4
3,2,3,64,5,2,2,5
5,3,2,64,5,2,2,4
3,4,2,64,5,4,2,1
3,3,3,65,5,1,2,2
3,4,5,66,1,2,4,4
3,4,2,66,5,4,2,1
3,4,2,68,5,4,2,1
2,1,5,69,4,3,1,3
3,5,4,69,3,2,5,4
3,3,3,70,5,1,2,2
3,4,2,70,5,4,2,1
4,4,5,73,1,2,4,4
3,2,5,73,1,2,5,4
3,1,4,73,5,2,2,4
4,2,4,74,5,2,5,4
4,4,5,75,1,2,4,4
5,3,3,75,3,2,5,4
4,4,4,76,3,2,5,4
4,5,3,76,3,4,5,1
4,5,5,77,1,2,4,4
5,4,4,77,1,2,5,4
5,5,4,79,1,2,4,4
4,5,4,79,1,2,4,4
5,5,5,80,1,2,4,4
5,3,3,80,3,2,5,4
4,5,3,80,3,2,5,1
5,3,4,81,1,2,4,4
5,3,1,81,5,2,5,4
4,4,4,82,3,2,5,4
5,3,3,82,3,2,5,4
4,5,3,82,3,2,5,1
5,2,4,83,1,2,5,4
5,3,5,84,1,2,4,4
4,1,5,84,5,2,2,4
5,1,5,85,1,2,4,4
5,5,5,89,1,2,4,4
5,4,5,90,1,2,4,4
5,1,5,91,1,2,4,4
5,3,5,91,1,2,4,4
5,2,5,97,1,2,4,4
5,2,5,98,1,2,4,4
1,1,3,19,2,5,3,5
1,1,3,20,2,5,3,5
1,2,2,20,2,5,3,5
2,2,1,20,2,5,3,5
1,2,1,20,2,5,3,5
1,1,1,21,2,5,3,5
2,4,1,23,2,5,3,5
1,2,3,24,2,5,3,5
3,4,1,24,5,5,2,5
3,5,1,24,5,5,2,5
2,4,1,24,2,5,3,5
1,5,1,24,2,5,3,5
4,5,1,25,5,1,2,2
1,2,2,26,2,5,3,5
2,2,1,26,2,5,3,5
1,5,1,26,4,5,3,5
2,1,2,28,2,5,3,5
1,4,2,28,4,5,3,5
1,5,2,28,4,3,1,3
4,1,1,28,2,5,3,5
1,2,2,29,2,5,3,5
1,5,2,29,4,3,1,3
5,2,1,29,5,2,2,4
4,4,1,29,5,4,2,1
2,3,2,31,2,5,3,5
1,4,4,32,4,3,1,3
2,3,2,32,2,5,3,5
1,1,4,33,2,5,3,5
1,3,3,33,4,3,1,3
1,4,4,34,4,3,1,3
2,3,2,34,2,5,3,5
5,1,1,34,2,5,3,5
5,1,2,35,5,5,2,5
1,2,5,36,4,3,1,3
5,2,1,36,5,2,2,4
1,5,5,37,4,2,1,4
2,2,3,37,2,5,3,5
2,3,2,37,2,5,3,5
2,3,3,38,4,3,1,3
2,3,2,38,2,5,3,5
5,2,1,38,5,2,2,4
2,5,2,39,4,3,1,3
3,1,2,40,2,5,3,5
2,3,3,41,4,3,1,3
2,5,2,41,4,3,1,3
2,3,3,42,4,3,1,3
5,1,2,42,5,2,2,4
1,4,5,43,4,3,1,3
1,5,5,43,4,2,1,3
1,3,4,43,4,3,1,3
2,1,3,43,2,5,3,5
2,3,4,45,4,3,1,3
2,5,4,45,4,3,1,3
2,1,3,45,2,5,3,5
5,2,2,45,5,2,2,4
2,4,4,46,4,3,1,3
2,4,4,47,4,3,1,3
2,1,3,47,2,5,3,5
2,4,3,47,4,3,1,3
2,2,5,49,4,3,1,3
2,3,4,50,4,3,1,3
4,3,2,50,5,2,2,4
1,1,5,51,4,3,1,3
2,1,4,53,2,5,3,5
2,5,5,54,3,2,5,4
2,5,5,55,3,2,5,4
3,3,4,56,5,4,2,1
4,1,3,56,5,2,2,4
3,2,2,56,2,5,3,5
5,4,3,57,1,2,5,4
2,4,5,58,4,2,1,4
3,2,3,58,5,2,2,5
3,2,1,58,2,5,3,5
3,2,4,59,5,2,2,4
3,2,3,59,5,5,2,4
5,3,2,59,5,2,2,4
5,5,2,59,3,2,5,4
4,2,2,60,5,2,2,4
3,2,1,60,2,5,3,5
3,2,3,61,5,2,2,2
4,2,2,61,5,2,2,4
4,4,2,62,5,2,2,4
3,2,4,63,5,2,2,4
3,4,3,63,5,4,2,1
3,3,2,63,5,1,2,2
3,4,4,64,3,2,5,4
5,2,3,64,5,2,2,4
4,3,1,64,5,4,2,1
3,4,5,65,1,2,4,4
2,1,5,66,4,3,1,3
3,2,5,68,1,2,5,4
3,3,3,69,5,1,2,2
3,4,2,69,5,4,2,1
4,3,3,70,5,2,2,4
5,1,4,71,5,2,2,4
4,1,4,71,5,2,2,4
3,5,4,71,3,2,5,4
4,2,3,71,5,2,2,4
4,5,2,71,3,2,5,4
4,3,4,72,3,2,5,4
3,5,3,72,3,4,5,1
2,1,5,73,4,3,1,3
4,4,4,74,3,2,5,4
5,3,3,74,3,2,5,4
4,4,4,75,3,2,5,4
4,2,3,77,5,2,2,4
4,4,4,78,3,2,5,4
4,5,4,78,1,2,4,4
4,2,4,79,5,2,5,4
5,5,3,79,1,2,5,4
4,4,3,79,3,2,5,4
4,4,5,80,1,2,4,4
5,3,4,80,1,2,4,4
5,5,3,80,1,2,5,4
4,3,4,81,3,2,5,4
4,5,3,81,3,2,5,1
5,5,4,83,1,2,4,4
5,3,1,83,5,2,5,4
5,5,5,85,1,2,4,4
5,5,5,88,1,2,4,4
4,2,5,88,1,2,2,4
5,3,5,89,1,2,4,4
5,4,5,91,1,2,4,4
5,2,5,100,1,2,4,4
