compliance,acceleration,deceleration,result,cluster3,cluster_cd,cluster_ca,cluster_ad
4,1,5,88,7,7,4,5
5,2,4,88,7,7,4,5
5,2,4,89,7,7,4,5
5,1,5,90,7,7,4,5
5,3,5,90,7,6,2,3
5,3,5,92,7,6,2,3
1,1,1,19,6,3,3,1
1,1,3,23,6,3,3,1
5,5,1,24,7,7,4,5
4,4,1,24,2,4,5,2
1,4,1,24,4,3,6,4
1,2,1,25,6,3,3,1
1,4,1,25,4,3,6,4
1,5,1,25,4,3,6,4
5,1,1,26,6,3,3,1
3,1,1,26,6,3,3,1
3,4,1,26,2,3,5,2
1,1,1,26,6,3,3,1
4,4,1,27,2,4,5,2
2,1,1,27,6,3,3,1
1,2,2,28,6,3,3,1
2,2,1,28,6,3,3,1
2,4,1,29,5,3,6,4
1,3,1,29,6,3,3,1
2,1,2,30,6,3,3,1
1,2,4,31,4,1,1,6
1,3,3,31,4,1,1,6
2,1,2,31,6,3,3,1
1,4,2,31,4,3,1,6
4,5,1,31,2,2,7,7
3,5,1,31,2,3,7,7
1,2,4,32,4,1,1,6
5,1,1,32,6,3,3,1
3,5,1,32,2,3,7,7
1,4,2,33,4,3,1,6
5,1,1,33,6,3,3,1
1,5,4,34,4,1,1,6
2,1,2,35,6,3,3,1
2,3,3,37,4,1,1,6
5,1,2,37,7,3,4,7
2,1,2,37,6,3,3,1
1,5,2,37,4,1,1,6
5,1,2,38,7,3,4,5
5,2,2,38,7,7,4,5
2,4,2,38,4,3,6,4
4,2,1,38,6,3,3,1
1,4,4,39,4,1,1,6
2,5,3,39,4,1,1,6
3,1,2,39,6,3,3,1
5,1,2,40,7,3,7,5
2,2,2,40,6,3,3,1
4,2,1,42,6,3,6,1
2,5,3,43,4,1,1,6
2,3,4,44,4,1,1,6
2,5,4,44,7,1,5,6
2,3,3,44,4,1,1,6
2,3,5,45,7,1,1,6
2,4,2,45,4,3,6,4
1,4,5,46,4,1,1,6
1,3,4,46,4,1,1,6
2,5,2,46,4,1,1,6
2,1,3,48,6,3,3,1
2,5,4,49,7,1,1,6
3,1,3,49,6,3,3,1
2,4,4,50,4,1,1,6
2,4,4,51,4,1,1,6
5,1,3,51,7,2,7,7
5,4,2,51,7,7,4,5
2,2,5,53,3,1,1,6
2,4,4,53,4,1,1,6
5,4,2,53,7,7,4,5
3,2,2,53,6,3,3,1
3,3,5,54,7,7,4,2
5,4,3,55,7,7,4,5
5,4,2,55,7,7,4,5
3,1,3,56,6,3,3,1
3,2,1,56,6,3,3,1
3,3,4,57,2,4,5,2
5,1,3,57,7,4,7,7
3,1,3,57,6,3,3,1
3,3,5,58,7,7,4,2
3,2,4,58,7,7,1,6
5,4,3,59,7,7,4,5
2,1,4,60,6,3,3,6
4,3,1,61,2,3,7,4
3,2,4,62,7,7,1,6
3,3,4,62,2,7,5,2
5,5,2,63,7,7,4,5
5,4,3,64,7,7,4,5
3,5,3,64,2,7,5,2
5,2,3,65,7,4,7,7
3,2,3,65,7,3,7,7
3,4,2,65,2,2,5,2
4,3,1,65,2,3,7,2
5,1,4,66,7,7,4,5
3,4,4,67,7,7,5,2
3,4,4,68,7,7,5,2
3,5,4,68,7,7,5,2
3,4,5,70,7,7,2,3
5,5,3,71,7,7,4,5
3,4,2,71,2,2,5,2
5,5,3,73,7,7,4,5
4,4,5,74,7,7,2,3
5,1,4,74,7,7,4,5
4,3,3,74,7,7,4,5
4,5,2,74,7,7,4,5
4,5,5,76,7,6,2,3
5,5,4,76,7,6,2,3
4,4,3,76,7,7,4,5
4,5,2,76,7,7,4,5
4,4,4,77,7,7,4,5
5,5,3,77,7,7,4,5
4,5,3,78,2,7,4,5
4,3,5,79,7,7,2,3
4,5,5,79,7,6,2,3
5,3,4,79,7,7,4,5
5,5,4,80,7,6,2,3
4,3,4,80,7,7,4,5
5,4,4,81,7,7,4,5
3,1,5,82,7,4,1,6
4,5,5,83,7,6,2,3
5,3,4,83,7,7,4,5
5,4,4,84,7,7,4,5
5,3,5,85,7,6,2,3
5,3,4,86,7,7,4,5
5,3,1,87,7,7,4,5
5,3,1,88,7,7,4,5
5,1,5,89,7,7,2,3
5,3,1,90,7,7,4,5
1,1,2,18,6,3,3,1
3,1,1,19,6,3,3,1
3,1,1,20,6,3,3,1
2,5,1,20,5,3,6,4
4,4,1,23,2,4,5,2
3,5,1,23,2,3,7,7
1,4,1,23,4,3,6,4
1,1,3,25,6,3,3,1
5,5,1,25,7,7,4,5
2,4,1,25,5,3,6,4
1,2,1,26,6,3,3,1
1,4,1,26,4,3,6,4
1,2,2,27,6,3,3,1
4,5,1,27,2,2,7,7
3,1,1,27,6,3,3,1
3,5,1,27,2,3,7,7
1,1,3,28,6,3,3,1
5,1,1,28,6,3,3,1
4,5,1,28,2,2,7,7
3,4,1,28,2,3,5,4
2,3,1,28,6,3,3,1
1,3,1,28,6,3,3,1
1,5,3,29,4,1,1,6
1,3,2,29,6,3,3,1
3,5,1,29,2,3,7,7
5,2,1,30,7,7,4,5
4,5,1,30,2,2,7,7
1,1,4,31,6,3,3,1
1,4,3,31,4,1,1,6
2,2,2,31,6,3,3,1
2,3,1,31,6,3,3,1
1,5,2,32,4,1,1,6
1,3,3,35,4,1,1,6
1,1,4,36,6,3,3,1
1,4,4,36,4,1,1,6
2,2,3,36,6,3,3,1
1,4,3,36,4,1,1,6
5,1,2,36,7,3,4,7
5,4,1,36,2,4,5,2
4,1,2,37,6,3,3,1
1,5,5,38,7,1,1,6
1,3,3,38,4,1,1,6
1,5,5,39,7,1,1,6
1,1,4,39,6,3,3,1
5,1,2,39,7,3,4,7
5,4,1,39,2,4,5,2
2,5,2,40,4,1,1,6
1,2,5,41,4,1,1,6
2,5,4,41,7,1,5,6
1,4,5,42,4,1,1,6
2,1,3,42,6,3,3,1
2,2,3,42,6,3,3,1
1,3,5,43,4,1,1,6
2,3,5,44,7,1,1,6
2,2,4,44,1,1,1,6
2,4,4,44,4,1,1,6
1,5,5,45,7,1,1,6
2,4,3,46,4,1,1,6
2,3,5,47,7,1,1,6
5,4,2,47,7,7,4,5
2,3,4,48,1,1,1,6
2,4,4,48,4,1,1,6
2,5,2,48,4,1,1,6
2,5,5,50,7,7,5,2
2,3,4,52,4,1,1,6
5,4,2,52,7,7,4,5
3,3,5,53,7,7,5,5
3,2,1,54,6,3,3,1
2,1,4,55,6,3,1,1
3,2,1,55,6,3,3,1
2,5,5,56,7,7,5,2
4,3,2,56,7,7,4,5
3,5,2,56,2,7,5,2
3,2,4,57,7,7,1,6
5,3,2,57,7,7,4,5
3,3,4,58,2,7,5,2
4,1,3,58,7,2,7,7
3,1,3,58,6,3,3,1
3,2,2,59,6,3,3,1
2,4,5,60,7,7,1,6
5,5,2,60,7,7,4,5
5,4,3,61,7,7,4,5
3,5,2,62,2,7,5,2
3,3,3,63,7,2,7,7
4,2,2,63,7,7,7,5
3,2,3,64,7,3,7,7
5,3,2,64,7,7,4,5
3,4,2,64,2,2,5,2
3,3,3,65,7,2,7,7
3,4,5,66,7,7,2,3
3,4,2,66,2,2,5,2
3,4,2,68,2,2,5,2
2,1,5,69,7,1,1,6
3,5,4,69,7,7,5,2
3,3,3,70,7,2,7,7
3,4,2,70,2,2,5,2
4,4,5,73,7,7,2,3
3,2,5,73,7,7,4,5
3,1,4,73,7,1,1,6
4,2,4,74,7,7,4,5
4,4,5,75,7,7,2,3
5,3,3,75,7,7,4,5
4,4,4,76,7,7,4,5
4,5,3,76,7,7,4,5
4,5,5,77,7,6,2,3
5,4,4,77,7,7,4,5
5,5,4,79,7,6,2,3
4,5,4,79,7,7,4,5
5,5,5,80,7,6,2,3
5,3,3,80,7,7,4,5
4,5,3,80,7,7,4,5
5,3,4,81,7,7,4,5
5,3,1,81,7,7,4,5
4,4,4,82,7,7,4,5
5,3,3,82,7,7,4,5
4,5,3,82,2,7,4,5
5,2,4,83,7,7,4,5
5,3,5,84,7,6,2,3
4,1,5,84,7,7,4,5
5,1,5,85,7,6,2,5
5,5,5,89,7,6,2,3
5,4,5,90,7,6,2,3
5,1,5,91,7,7,2,5
5,3,5,91,7,6,2,3
5,2,5,97,7,6,4,3
5,2,5,98,7,7,2,3
1,1,3,19,6,3,3,1
1,1,3,20,6,3,3,1
1,2,2,20,6,3,3,1
2,2,1,20,6,3,3,1
1,2,1,20,6,3,3,1
1,1,1,21,6,3,3,1
2,4,1,23,4,3,6,4
1,2,3,24,6,3,3,1
3,4,1,24,2,3,5,2
3,5,1,24,2,3,7,7
2,4,1,24,5,3,6,4
1,5,1,24,4,3,6,4
4,5,1,25,2,2,7,7
1,2,2,26,6,3,3,1
2,2,1,26,6,3,3,1
1,5,1,26,4,3,6,4
2,1,2,28,6,3,3,1
1,4,2,28,4,3,1,6
1,5,2,28,4,1,1,6
4,1,1,28,6,3,3,1
1,2,2,29,6,3,3,1
1,5,2,29,4,1,1,6
5,2,1,29,7,7,4,5
4,4,1,29,2,4,5,2
2,3,2,31,5,3,6,4
1,4,4,32,4,1,1,6
2,3,2,32,5,3,6,4
1,1,4,33,6,3,3,1
1,3,3,33,4,1,1,6
1,4,4,34,4,1,1,6
2,3,2,34,5,3,6,4
5,1,1,34,6,3,3,1
5,1,2,35,7,3,7,5
1,2,5,36,1,1,1,6
5,2,1,36,7,7,4,5
1,5,5,37,7,1,1,6
2,2,3,37,6,3,3,1
2,3,2,37,5,3,6,4
2,3,3,38,4,1,1,6
2,3,2,38,5,3,6,4
5,2,1,38,7,7,4,5
2,5,2,39,4,1,1,6
3,1,2,40,6,3,3,1
2,3,3,41,4,1,1,6
2,5,2,41,4,1,1,6
2,3,3,42,4,1,1,6
5,1,2,42,7,3,4,7
1,4,5,43,4,1,1,6
1,5,5,43,7,1,1,6
1,3,4,43,4,1,1,6
2,1,3,43,6,3,3,1
2,3,4,45,1,1,1,6
2,5,4,45,7,1,1,6
2,1,3,45,6,3,3,1
5,2,2,45,7,7,4,5
2,4,4,46,4,1,1,6
2,4,4,47,4,1,1,6
2,1,3,47,6,3,3,1
2,4,3,47,4,1,1,6
2,2,5,49,1,1,1,6
2,3,4,50,4,1,1,6
4,3,2,50,7,7,4,5
1,1,5,51,6,3,1,6
2,1,4,53,6,3,1,1
2,5,5,54,7,7,5,2
2,5,5,55,7,7,5,2
3,3,4,56,2,7,5,2
4,1,3,56,7,2,7,7
3,2,2,56,6,3,3,1
5,4,3,57,7,7,4,5
2,4,5,58,7,7,1,6
3,2,3,58,7,3,7,7
3,2,1,58,6,3,3,1
3,2,4,59,7,7,1,6
3,2,3,59,7,3,7,7
5,3,2,59,7,7,4,5
5,5,2,59,7,7,4,5
4,2,2,60,7,7,7,7
3,2,1,60,6,3,3,1
3,2,3,61,7,3,7,7
4,2,2,61,7,7,7,5
4,4,2,62,7,4,5,2
3,2,4,63,7,7,1,6
3,4,3,63,2,4,5,2
3,3,2,63,2,4,5,7
3,4,4,64,7,7,5,2
5,2,3,64,7,7,7,7
4,3,1,64,2,3,7,2
3,4,5,65,7,7,2,3
2,1,5,66,7,1,1,6
3,2,5,68,7,7,4,5
3,3,3,69,7,2,7,7
3,4,2,69,2,2,5,2
4,3,3,70,7,7,4,5
5,1,4,71,7,7,4,5
4,1,4,71,7,7,4,5
3,5,4,71,7,7,5,2
4,2,3,71,7,2,7,7
4,5,2,71,2,7,4,5
4,3,4,72,7,7,4,5
3,5,3,72,2,7,5,2
2,1,5,73,7,1,1,6
4,4,4,74,7,7,4,5
5,3,3,74,7,7,4,5
4,4,4,75,7,7,4,5
4,2,3,77,7,2,7,7
4,4,4,78,7,7,4,5
4,5,4,78,7,7,4,3
4,2,4,79,7,7,4,5
5,5,3,79,7,7,4,5
4,4,3,79,7,7,4,5
4,4,5,80,7,7,2,3
5,3,4,80,7,7,4,5
5,5,3,80,7,7,4,5
4,3,4,81,7,7,4,5
4,5,3,81,2,7,4,5
5,5,4,83,7,6,2,3
5,3,1,83,7,7,4,5
5,5,5,85,7,6,2,3
5,5,5,88,7,6,2,3
4,2,5,88,7,7,4,5
5,3,5,89,7,6,2,3
5,4,5,91,7,6,2,3
5,2,5,100,7,7,2,3
