compliance,acceleration,deceleration,result,cluster3,cluster2
2,3,3,38,5,5
2,3,2,38,4,6
5,2,1,38,1,3
2,5,2,39,5,5
3,1,2,40,4,6
2,3,3,41,5,5
2,5,2,41,5,5
2,3,3,42,5,5
5,1,2,42,4,6
1,4,5,43,5,5
1,5,5,43,5,5
1,3,4,43,5,5
2,1,3,43,4,6
2,3,4,45,5,5
2,5,4,45,5,5
2,1,3,45,4,6
5,2,2,45,1,3
2,4,4,46,5,5
2,4,4,47,5,5
2,1,3,47,4,6
2,4,3,47,5,5
2,2,5,49,5,5
2,3,4,50,5,5
4,3,2,50,1,3
1,1,5,51,4,6
2,1,4,53,4,6
2,5,5,54,3,4
2,5,5,55,3,4
3,3,4,56,3,4
4,1,3,56,2,1
3,2,2,56,4,6
5,4,3,57,1,3
2,4,5,58,5,3
3,2,3,58,2,1
3,2,1,58,4,6
3,2,4,59,5,5
3,2,3,59,4,6
5,3,2,59,1,3
5,5,2,59,1,3
4,2,2,60,2,1
3,2,1,60,4,6
3,2,3,61,2,1
4,2,2,61,1,1
4,4,2,62,3,4
3,2,4,63,5,5
3,4,3,63,3,4
3,3,2,63,2,4
3,4,4,64,3,3
5,2,3,64,2,1
4,3,1,64,4,1
3,4,5,65,3,4
2,1,5,66,5,5
3,2,5,68,1,3
3,3,3,69,2,1
3,4,2,69,3,4
4,3,3,70,1,3
5,1,4,71,1,3
4,1,4,71,1,3
3,5,4,71,3,3
4,2,3,71,2,1
4,5,2,71,1,3
4,3,4,72,1,3
3,5,3,72,3,4
2,1,5,73,5,5
4,4,4,74,1,3
5,3,3,74,1,3
4,4,4,75,1,3
4,2,3,77,2,1
4,4,4,78,1,3
4,5,4,78,6,3
4,2,4,79,1,3
5,5,3,79,1,3
4,4,3,79,1,3
4,4,5,80,6,3
5,3,4,80,1,3
5,5,3,80,1,3
4,3,4,81,1,3
4,5,3,81,1,3
5,5,4,83,6,2
5,3,1,83,1,3
5,5,5,85,6,2
5,5,5,88,6,2
4,2,5,88,1,3
5,3,5,89,6,2
5,4,5,91,6,2
5,2,5,100,6,2
