compliance,acceleration,deceleration,result,cluster3,cluster_cd,cluster_ca,cluster_ad
4,1,5,88,2,1,1,4
5,2,4,88,4,1,4,4
5,2,4,89,4,1,4,4
5,1,5,90,4,1,4,4
5,3,5,90,4,1,4,4
5,3,5,92,4,1,4,4
1,1,1,19,1,2,3,2
1,1,3,23,1,2,3,2
5,5,1,24,4,1,4,4
4,4,1,24,2,4,1,1
1,4,1,24,1,2,3,2
1,2,1,25,1,2,3,2
1,4,1,25,1,2,3,2
1,5,1,25,3,2,3,2
5,1,1,26,1,2,3,2
3,1,1,26,1,2,3,2
3,4,1,26,2,2,1,2
1,1,1,26,1,2,3,2
4,4,1,27,2,4,1,1
2,1,1,27,1,2,3,2
1,2,2,28,1,2,3,2
2,2,1,28,1,2,3,2
2,4,1,29,1,2,3,2
1,3,1,29,1,2,3,2
2,1,2,30,1,2,3,2
1,2,4,31,3,3,2,3
1,3,3,31,3,2,2,2
2,1,2,31,1,2,3,2
1,4,2,31,1,2,2,2
4,5,1,31,2,3,1,3
3,5,1,31,2,3,1,3
1,2,4,32,3,3,2,3
5,1,1,32,1,2,3,2
3,5,1,32,2,3,1,3
1,4,2,33,1,2,3,2
5,1,1,33,1,2,3,2
1,5,4,34,3,3,2,3
2,1,2,35,1,2,3,2
2,3,3,37,3,3,2,3
5,1,2,37,4,1,4,4
2,1,2,37,1,2,3,2
1,5,2,37,3,2,2,2
5,1,2,38,4,1,4,4
5,2,2,38,4,1,4,4
2,4,2,38,3,2,2,2
4,2,1,38,1,2,3,2
1,4,4,39,3,3,2,3
2,5,3,39,3,3,2,3
3,1,2,39,1,2,3,2
5,1,2,40,4,1,4,4
2,2,2,40,1,2,3,2
4,2,1,42,1,2,3,2
2,5,3,43,3,3,2,3
2,3,4,44,3,3,2,3
2,5,4,44,4,3,2,3
2,3,3,44,3,3,2,3
2,3,5,45,3,3,2,3
2,4,2,45,3,2,2,2
1,4,5,46,3,3,2,3
1,3,4,46,3,3,2,3
2,5,2,46,3,3,2,3
2,1,3,48,1,2,3,2
2,5,4,49,3,3,4,3
3,1,3,49,1,2,3,2
2,4,4,50,3,3,2,3
2,4,4,51,3,3,2,3
5,1,3,51,2,1,1,4
5,4,2,51,4,1,4,4
2,2,5,53,3,3,2,3
2,4,4,53,3,3,2,3
5,4,2,53,4,1,4,4
3,2,2,53,1,2,3,2
3,3,5,54,4,1,4,4
5,4,3,55,4,1,4,4
5,4,2,55,4,1,4,4
3,1,3,56,1,2,3,2
3,2,1,56,1,2,3,2
3,3,4,57,2,4,1,1
5,1,3,57,2,1,1,4
3,1,3,57,1,2,3,2
3,3,5,58,4,1,4,4
3,2,4,58,2,1,1,4
5,4,3,59,4,1,4,4
2,1,4,60,1,2,3,2
4,3,1,61,2,4,1,1
3,2,4,62,2,4,1,1
3,3,4,62,2,4,1,1
5,5,2,63,4,1,4,4
5,4,3,64,4,1,4,4
3,5,3,64,2,4,1,3
5,2,3,65,4,1,4,4
3,2,3,65,2,4,1,1
3,4,2,65,2,3,1,3
4,3,1,65,2,4,1,1
5,1,4,66,4,1,1,4
3,4,4,67,4,1,4,4
3,4,4,68,4,1,4,4
3,5,4,68,4,1,4,4
3,4,5,70,4,1,4,4
5,5,3,71,4,1,4,4
3,4,2,71,2,3,1,3
5,5,3,73,4,1,4,4
4,4,5,74,4,1,4,4
5,1,4,74,4,1,1,4
4,3,3,74,4,1,4,4
4,5,2,74,4,1,4,4
4,5,5,76,4,1,4,4
5,5,4,76,4,1,4,4
4,4,3,76,4,1,4,4
4,5,2,76,4,1,4,4
4,4,4,77,4,1,4,4
5,5,3,77,4,1,4,4
4,5,3,78,4,1,4,4
4,3,5,79,4,1,4,4
4,5,5,79,4,1,4,4
5,3,4,79,4,1,4,4
5,5,4,80,4,1,4,4
4,3,4,80,4,1,4,4
5,4,4,81,4,1,4,4
3,1,5,82,2,4,1,1
4,5,5,83,4,1,4,4
5,3,4,83,4,1,4,4
5,4,4,84,4,1,4,4
5,3,5,85,4,1,4,4
5,3,4,86,4,1,4,4
5,3,1,87,4,1,4,4
5,3,1,88,4,1,4,4
5,1,5,89,4,1,4,4
5,3,1,90,4,1,4,4
1,1,2,18,1,2,3,2
3,1,1,19,1,2,3,2
3,1,1,20,1,2,3,2
2,5,1,20,1,2,3,2
4,4,1,23,2,4,1,1
3,5,1,23,2,3,1,3
1,4,1,23,1,2,3,2
1,1,3,25,1,2,3,2
5,5,1,25,4,1,4,4
2,4,1,25,1,2,3,2
1,2,1,26,1,2,3,2
1,4,1,26,1,2,3,2
1,2,2,27,1,2,3,2
4,5,1,27,2,3,1,3
3,1,1,27,1,2,3,2
3,5,1,27,2,3,1,3
1,1,3,28,1,2,3,2
5,1,1,28,1,2,3,2
4,5,1,28,2,3,1,3
3,4,1,28,2,2,1,2
2,3,1,28,1,2,3,2
1,3,1,28,1,2,3,2
1,5,3,29,3,3,2,3
1,3,2,29,1,2,3,2
3,5,1,29,2,3,1,3
5,2,1,30,4,1,4,4
4,5,1,30,2,3,1,3
1,1,4,31,1,2,3,2
1,4,3,31,3,3,2,3
2,2,2,31,1,2,3,2
2,3,1,31,1,2,3,2
1,5,2,32,3,2,2,2
1,3,3,35,3,2,2,2
1,1,4,36,1,2,3,2
1,4,4,36,3,3,2,3
2,2,3,36,1,2,3,2
1,4,3,36,3,3,2,3
5,1,2,36,4,1,4,4
5,4,1,36,2,4,1,1
4,1,2,37,1,2,3,2
1,5,5,38,4,3,4,3
1,3,3,38,3,2,2,2
1,5,5,39,4,3,4,3
1,1,4,39,1,2,3,2
5,1,2,39,4,1,4,4
5,4,1,39,2,4,1,1
2,5,2,40,3,3,2,3
1,2,5,41,3,3,2,3
2,5,4,41,4,3,4,3
1,4,5,42,3,3,2,3
2,1,3,42,1,2,3,2
2,2,3,42,1,2,3,2
1,3,5,43,3,3,2,3
2,3,5,44,3,3,2,3
2,2,4,44,3,3,2,3
2,4,4,44,3,3,2,3
1,5,5,45,4,3,4,3
2,4,3,46,3,3,2,3
2,3,5,47,3,3,2,3
5,4,2,47,4,1,4,4
2,3,4,48,3,3,2,3
2,4,4,48,3,3,2,3
2,5,2,48,3,3,2,3
2,5,5,50,4,1,4,4
2,3,4,52,3,3,2,3
5,4,2,52,4,1,4,4
3,3,5,53,4,1,4,4
3,2,1,54,1,2,3,2
2,1,4,55,1,2,3,2
3,2,1,55,1,2,3,2
2,5,5,56,4,1,4,4
4,3,2,56,4,1,4,4
3,5,2,56,2,3,1,1
3,2,4,57,2,4,1,4
5,3,2,57,4,1,4,4
3,3,4,58,2,4,1,1
4,1,3,58,2,4,1,1
3,1,3,58,1,2,3,2
3,2,2,59,1,2,3,2
2,4,5,60,4,3,4,4
5,5,2,60,4,1,4,4
5,4,3,61,4,1,4,4
3,5,2,62,2,3,1,3
3,3,3,63,2,4,1,1
4,2,2,63,2,1,1,4
3,2,3,64,2,4,1,1
5,3,2,64,4,1,4,4
3,4,2,64,2,3,1,3
3,3,3,65,2,4,1,1
3,4,5,66,4,1,4,4
3,4,2,66,2,3,1,3
3,4,2,68,2,3,1,3
2,1,5,69,3,3,2,3
3,5,4,69,4,1,4,4
3,3,3,70,2,4,1,1
3,4,2,70,2,3,1,3
4,4,5,73,4,1,4,4
3,2,5,73,4,1,4,4
3,1,4,73,2,4,1,1
4,2,4,74,4,1,4,4
4,4,5,75,4,1,4,4
5,3,3,75,4,1,4,4
4,4,4,76,4,1,4,4
4,5,3,76,4,1,4,4
4,5,5,77,4,1,4,4
5,4,4,77,4,1,4,4
5,5,4,79,4,1,4,4
4,5,4,79,4,1,4,4
5,5,5,80,4,1,4,4
5,3,3,80,4,1,4,4
4,5,3,80,4,1,4,4
5,3,4,81,4,1,4,4
5,3,1,81,4,1,4,4
4,4,4,82,4,1,4,4
5,3,3,82,4,1,4,4
4,5,3,82,4,1,4,4
5,2,4,83,4,1,4,4
5,3,5,84,4,1,4,4
4,1,5,84,2,1,1,4
5,1,5,85,4,1,4,4
5,5,5,89,4,1,4,4
5,4,5,90,4,1,4,4
5,1,5,91,4,1,4,4
5,3,5,91,4,1,4,4
5,2,5,97,4,1,4,4
5,2,5,98,4,1,4,4
1,1,3,19,1,2,3,2
1,1,3,20,1,2,3,2
1,2,2,20,1,2,3,2
2,2,1,20,1,2,3,2
1,2,1,20,1,2,3,2
1,1,1,21,1,2,3,2
2,4,1,23,1,2,3,2
1,2,3,24,1,2,3,2
3,4,1,24,2,2,1,2
3,5,1,24,2,3,1,3
2,4,1,24,1,2,3,2
1,5,1,24,3,2,2,2
4,5,1,25,2,3,1,3
1,2,2,26,1,2,3,2
2,2,1,26,1,2,3,2
1,5,1,26,1,2,3,2
2,1,2,28,1,2,3,2
1,4,2,28,1,2,3,2
1,5,2,28,3,2,2,2
4,1,1,28,1,2,3,2
1,2,2,29,1,2,3,2
1,5,2,29,3,2,2,2
5,2,1,29,4,1,4,4
4,4,1,29,2,4,1,1
2,3,2,31,1,2,3,2
1,4,4,32,3,3,2,3
2,3,2,32,1,2,3,2
1,1,4,33,1,2,3,2
1,3,3,33,3,2,2,2
1,4,4,34,3,3,2,3
2,3,2,34,1,2,3,2
5,1,1,34,1,2,3,2
5,1,2,35,4,1,4,4
1,2,5,36,3,3,2,3
5,2,1,36,4,1,4,4
1,5,5,37,4,3,4,3
2,2,3,37,1,2,3,2
2,3,2,37,1,2,3,2
2,3,3,38,3,3,2,3
2,3,2,38,1,2,3,2
5,2,1,38,4,1,4,4
2,5,2,39,3,3,2,3
3,1,2,40,1,2,3,2
2,3,3,41,3,3,2,3
2,5,2,41,3,3,2,3
2,3,3,42,3,3,2,3
5,1,2,42,4,1,4,4
1,4,5,43,3,3,2,3
1,5,5,43,4,3,4,3
1,3,4,43,3,3,2,3
2,1,3,43,1,2,3,2
2,3,4,45,3,3,2,3
2,5,4,45,4,3,2,3
2,1,3,45,1,2,3,2
5,2,2,45,4,1,4,4
2,4,4,46,3,3,2,3
2,4,4,47,3,3,2,3
2,1,3,47,1,2,3,2
2,4,3,47,3,3,2,3
2,2,5,49,3,3,2,3
2,3,4,50,3,3,2,3
4,3,2,50,4,1,4,4
1,1,5,51,3,2,2,2
2,1,4,53,1,2,3,2
2,5,5,54,4,1,4,4
2,5,5,55,4,1,4,4
3,3,4,56,2,4,1,1
4,1,3,56,2,4,1,1
3,2,2,56,1,2,3,2
5,4,3,57,4,1,4,4
2,4,5,58,4,3,4,3
3,2,3,58,2,4,1,1
3,2,1,58,1,2,3,2
3,2,4,59,2,4,1,1
3,2,3,59,2,4,1,1
5,3,2,59,4,1,4,4
5,5,2,59,4,1,4,4
4,2,2,60,2,1,1,4
3,2,1,60,1,2,3,2
3,2,3,61,2,4,1,1
4,2,2,61,2,1,1,4
4,4,2,62,2,4,4,1
3,2,4,63,2,4,1,1
3,4,3,63,2,4,1,1
3,3,2,63,2,4,1,1
3,4,4,64,4,1,4,4
5,2,3,64,4,1,4,4
4,3,1,64,2,4,1,1
3,4,5,65,4,1,4,4
2,1,5,66,3,3,2,3
3,2,5,68,4,1,4,4
3,3,3,69,2,4,1,1
3,4,2,69,2,3,1,3
4,3,3,70,4,1,4,4
5,1,4,71,2,1,4,4
4,1,4,71,2,1,1,4
3,5,4,71,4,1,4,4
4,2,3,71,2,4,1,1
4,5,2,71,4,1,4,4
4,3,4,72,4,1,4,4
3,5,3,72,2,3,1,1
2,1,5,73,3,3,2,3
4,4,4,74,4,1,4,4
5,3,3,74,4,1,4,4
4,4,4,75,4,1,4,4
4,2,3,77,2,1,1,4
4,4,4,78,4,1,4,4
4,5,4,78,4,1,4,4
4,2,4,79,4,1,4,4
5,5,3,79,4,1,4,4
4,4,3,79,4,1,4,4
4,4,5,80,4,1,4,4
5,3,4,80,4,1,4,4
5,5,3,80,4,1,4,4
4,3,4,81,4,1,4,4
4,5,3,81,4,1,4,4
5,5,4,83,4,1,4,4
5,3,1,83,4,1,4,4
5,5,5,85,4,1,4,4
5,5,5,88,4,1,4,4
4,2,5,88,4,1,4,4
5,3,5,89,4,1,4,4
5,4,5,91,4,1,4,4
5,2,5,100,4,1,4,4
