compliance,acceleration,deceleration,result,cluster3,cluster2
2,3,3,38,7,4
2,3,2,38,9,7
5,2,1,38,1,5
2,5,2,39,7,4
3,1,2,40,10,9
2,3,3,41,7,4
2,5,2,41,7,4
2,3,3,42,7,4
5,1,2,42,1,5
1,4,5,43,7,4
1,5,5,43,7,4
1,3,4,43,7,4
2,1,3,43,10,9
2,3,4,45,5,3
2,5,4,45,7,4
2,1,3,45,10,9
5,2,2,45,1,5
2,4,4,46,7,4
2,4,4,47,7,4
2,1,3,47,10,9
2,4,3,47,7,4
2,2,5,49,5,3
2,3,4,50,5,4
4,3,2,50,1,5
1,1,5,51,10,9
2,1,4,53,10,9
2,5,5,54,1,5
2,5,5,55,1,5
3,3,4,56,1,5
4,1,3,56,6,5
3,2,2,56,10,9
5,4,3,57,1,5
2,4,5,58,1,5
3,2,3,58,1,5
3,2,1,58,10,9
3,2,4,59,1,5
3,2,3,59,1,1
5,3,2,59,1,5
5,5,2,59,1,5
4,2,2,60,1,5
3,2,1,60,10,9
3,2,3,61,1,5
4,2,2,61,1,5
4,4,2,62,1,5
3,2,4,63,1,5
3,4,3,63,8,6
3,3,2,63,6,7
3,4,4,64,1,5
5,2,3,64,1,5
4,3,1,64,9,7
3,4,5,65,2,5
2,1,5,66,5,3
3,2,5,68,1,5
3,3,3,69,6,1
3,4,2,69,6,6
4,3,3,70,1,5
5,1,4,71,1,5
4,1,4,71,1,5
3,5,4,71,1,5
4,2,3,71,6,5
4,5,2,71,1,5
4,3,4,72,1,5
3,5,3,72,1,5
2,1,5,73,5,3
4,4,4,74,1,5
5,3,3,74,1,5
4,4,4,75,1,5
4,2,3,77,6,5
4,4,4,78,1,5
4,5,4,78,2,5
4,2,4,79,1,5
5,5,3,79,1,5
4,4,3,79,1,5
4,4,5,80,2,5
5,3,4,80,1,5
5,5,3,80,1,5
4,3,4,81,1,5
4,5,3,81,1,5
5,5,4,83,2,8
5,3,1,83,1,5
5,5,5,85,2,8
5,5,5,88,2,8
4,2,5,88,1,5
5,3,5,89,2,8
5,4,5,91,2,8
5,2,5,100,2,5
